[6,-0.5084745762711864,1,0.2542372881355932]
[8,-0.2542372881355932,1,0.2542372881355932]
[3,0,1,0.2542372881355932]
[5,0.2542372881355933,1,0.2542372881355932]
[0,0.5084745762711864,1,0.2542372881355932]
[2,0.7627118644067796,1,0.2542372881355932]
[6,1.0169491525423728,1,0.2542372881355932]
[8,1.2711864406779658,1,0.2542372881355932]
[3,1.5254237288135588,1,0.2542372881355932]
[5,1.7796610169491522,1,0.2542372881355932]
[0,2.0338983050847457,1,0.2542372881355932]
[2,2.2881355932203387,1,0.2542372881355932]
[6,2.542372881355932,1,0.2542372881355932]
[8,2.796610169491525,1,0.2542372881355932]
[6,3.8135593220338984,0,0]
[7,4.067796610169491,1,0.38135593220338987]
[5,4.4491525423728815,0,0]
[3,4.4491525423728815,0,0]
[0,4.576271186440678,0,0]
[1,4.703389830508475,0,0]
[2,4.830508474576272,0,0]
[7,5.084745762711865,1,0.38135593220338987]
[0,5.466101694915254,0,0]
[2,5.593220338983051,0,0]
[4,5.8474576271186445,0,0]
[0,6.101694915254238,0,0]
[1,6.228813559322035,0,0]
[2,6.3559322033898304,0,0]
[7,6.483050847457627,1,0.5084745762711864]
[0,7.118644067796611,0,0]
[2,7.118644067796611,0,0]
[3,7.372881355932204,0,0]
[5,7.372881355932204,0,0]
[8,7.88135593220339,0,0]
[7,8.135593220338983,1,0.38135593220338987]
[3,8.516949152542374,0,0]
[5,8.516949152542374,0,0]
[2,8.64406779661017,0,0]
[1,8.771186440677967,0,0]
[0,8.898305084745763,0,0]
[7,9.152542372881356,1,0.38135593220338987]
[2,9.533898305084746,0,0]
[0,9.661016949152543,0,0]
[4,9.915254237288137,0,0]
[2,10.16949152542373,0,0]
[1,10.296610169491526,0,0]
[0,10.423728813559322,0,0]
[4,10.55084745762712,1,0.2542372881355932]
[0,10.932203389830509,0,0]
[1,11.059322033898306,0,0]
[2,11.186440677966102,0,0]
[3,11.440677966101696,0,0]
[5,11.440677966101696,0,0]
[6,11.694915254237289,0,0]
[7,11.822033898305085,1,0.2542372881355932]
[0,12.076271186440678,0,0]
[1,12.203389830508476,0,0]
[2,12.330508474576272,0,0]
[4,12.45762711864407,1,0.2542372881355932]
[6,12.711864406779661,0,0]
[8,12.711864406779661,0,0]
[0,12.966101694915254,0,0]
[1,13.093220338983052,0,0]
[2,13.220338983050848,0,0]
[4,13.474576271186441,0,0]
[8,13.728813559322035,0,0]
