[6,3.4666666666666663,0,0.5]
[2,3.6333333333333333,0,0.5]
[3,3.8,0,0.5]
[4,3.883333333333333,0,0.5]
[0,4.05,0,0.5]
[8,4.216666666666667,0,0.5]
[3,4.383333333333333,0,0.5]
[4,4.466666666666667,0,0.5]
[3,4.55,0,0.5]
[4,4.633333333333333,0,0.5]
[3,4.716666666666667,0,0.5]
[2,4.883333333333333,0,0.5]
[1,4.966666666666667,0,0.5]
[8,5.133333333333333,0,0.5]
[7,5.216666666666667,0,0.5]
[0,5.383333333333333,0,0.5]
[5,5.55,0,0.5]
[3,5.716666666666667,0,0.5]
[4,5.8,0,0.5]
[1,5.966666666666667,0,0.5]
[6,6.133333333333333,0,0.5]
[2,6.3,0,0.5]
[3,6.466666666666667,0,0.5]
[4,6.549999999999999,0,0.5]
[0,6.716666666666667,0,0.5]
[8,6.883333333333333,0,0.5]
[3,7.049999999999999,0,0.5]
[4,7.133333333333333,0,0.5]
[3,7.216666666666667,0,0.5]
[4,7.299999999999999,0,0.5]
[3,7.383333333333333,0,0.5]
[2,7.549999999999999,0,0.5]
[1,7.633333333333333,0,0.5]
[8,7.799999999999999,0,0.5]
[7,7.883333333333333,0,0.5]
[0,8.049999999999999,0,0.5]
[5,8.216666666666667,0,0.5]
[3,8.383333333333333,0,0.5]
[4,8.466666666666667,0,0.5]
[1,8.633333333333335,0,0.5]
[6,8.799999999999999,0,0.5]
[2,8.966666666666665,0,0.5]
[3,9.133333333333333,0,0.5]
[4,9.216666666666665,0,0.5]
[0,9.383333333333333,0,0.5]
[8,9.549999999999999,0,0.5]
[3,9.716666666666665,0,0.5]
[4,9.799999999999999,0,0.5]
[3,9.883333333333333,0,0.5]
[4,9.966666666666665,0,0.5]
[3,10.049999999999999,0,0.5]
[2,10.216666666666665,0,0.5]
[1,10.299999999999999,0,0.5]
[8,10.466666666666665,0,0.5]
[7,10.549999999999999,0,0.5]
[5,10.716666666666667,0,0.5]
[0,10.883333333333335,0,0.5]
[2,11.05,0,0.5]
[1,11.133333333333335,0,0.5]
[3,11.216666666666667,0,0.5]
[4,11.3,0,0.5]
[6,11.466666666666667,0,0.5]
[2,11.633333333333333,0,0.5]
[3,11.8,0,0.5]
[4,11.883333333333333,0,0.5]
[0,12.05,0,0.5]
[8,12.216666666666667,0,0.5]
[3,12.383333333333333,0,0.5]
[4,12.466666666666667,0,0.5]
[5,12.55,0,0.5]
[4,12.633333333333335,0,0.5]
[3,12.716666666666667,0,0.5]
[2,12.883333333333333,0,0.5]
[1,12.966666666666667,0,0.5]
[8,13.133333333333333,0,0.5]
[7,13.216666666666667,0,0.5]
[0,13.383333333333333,0,0.5]
[5,13.55,0,0.5]
[3,13.716666666666667,0,0.5]
[4,13.8,0,0.5]
[1,13.966666666666667,0,0.5]
[6,14.133333333333335,0,0.5]
[2,14.3,0,0.5]
[3,14.466666666666669,0,0.5]
[4,14.55,0,0.5]
[0,14.716666666666669,0,0.5]
[8,14.883333333333335,0,0.5]
[3,15.05,0,0.5]
[4,15.133333333333335,0,0.5]
[5,15.216666666666667,0,0.5]
[4,15.3,0,0.5]
[3,15.383333333333335,0,0.5]
[2,15.55,0,0.5]
[1,15.633333333333335,0,0.5]
[8,15.8,0,0.5]
[7,15.883333333333335,0,0.5]
[0,16.05,0,0.5]
[5,16.21666666666667,0,0.5]
[3,16.383333333333333,0,0.5]
[4,16.46666666666667,0,0.5]
[1,16.633333333333333,0,0.5]
[6,16.8,0,0.5]
[2,16.96666666666667,0,0.5]
[3,17.133333333333333,0,0.5]
[4,17.21666666666667,0,0.5]
[0,17.383333333333333,0,0.5]
[8,17.55,0,0.5]
[3,17.71666666666667,0,0.5]
[4,17.8,0,0.5]
[5,17.883333333333333,0,0.5]
[4,17.96666666666667,0,0.5]
[3,18.05,0,0.5]
[2,18.21666666666667,0,0.5]
[1,18.3,0,0.5]
[8,18.46666666666667,0,0.5]
[7,18.55,0,0.5]
[0,18.71666666666667,0,0.5]
[5,18.883333333333333,0,0.5]
[3,19.05,0,0.5]
[4,19.133333333333333,0,0.5]
[1,19.3,0,0.5]
[6,19.466666666666665,0,0.5]
[2,19.633333333333333,0,0.5]
[3,19.799999999999997,0,0.5]
[4,19.883333333333333,0,0.5]
[0,20.049999999999997,0,0.5]
[8,20.216666666666665,0,0.5]
[3,20.383333333333333,0,0.5]
[4,20.466666666666665,0,0.5]
[5,20.55,0,0.5]
[4,20.633333333333333,0,0.5]
[3,20.71666666666667,0,0.5]
[2,20.883333333333333,0,0.5]
[1,20.966666666666665,0,0.5]
[8,21.133333333333333,0,0.5]
[7,21.216666666666665,0,0.5]
[0,21.383333333333333,0,0.5]
[5,21.549999999999997,0,0.5]
[6,21.71666666666667,0,0.5]
[7,21.8,0,0.5]
[6,21.883333333333333,0,0.5]
[7,21.96666666666667,0,0.5]
[5,22.133333333333333,0,0.16666666666666666]
[0,22.3,0,0.16666666666666666]
[2,22.46666666666667,0,0.5]
[1,22.55,0,0.5]
[2,22.633333333333333,0,0.5]
